Loan #,Loan Type,Balance,Rate,Term,Asset,Asset Value
40706,Auto Loan,20449.64,0.025,62,Car,25266
40707,Auto Loan,25002.61,0,62,Car,25947
40708,Auto Loan,51795.41,0.0425,73,Car,38455
40709,Auto Loan,34045.7,0.035,74,Car,26995
40710,Auto Loan,29104.42,0.045,76,Car,29176
40711,Auto Loan,27476.45,0.035,62,Car,36754
40712,Auto Loan,22811.52,0.019,61,Car,40952
40713,Auto Loan,18406.89,0.0705,61,Car,17342
40714,Auto Loan,29317.2,0.019,49,Car,51755
40715,Auto Loan,18106.89,0.035,61,Car,33817
40716,Auto Loan,20183.31,0.035,76,Car,19805
40717,Auto Loan,15636.63,0.029,61,Car,24718
40718,Auto Loan,13186.7,0.029,73,Car,32952
40719,Auto Loan,21863.91,0.0525,73,Car,23925
40720,Auto Loan,21296,0.086,73,Car,22428
40721,Auto Loan,14507.52,0.025,62,Car,22344
40722,Auto Loan,35642.35,0.0475,73,Car,45585
40723,Auto Loan,20043.98,0.045,73,Car,31114
40724,Auto Loan,11611.1,0.0484,37,Car,28858
40725,Auto Loan,25040.4,0,62,Car,22109
40726,Auto Loan,43712.73,0.019,62,Car,56941
40727,Auto Loan,26926.36,0.0335,74,Car,29664
40728,Auto Loan,18851.06,0,62,Car,20597
40729,Auto Loan,72127.4,0.025,74,Car,51367
40730,Auto Loan,20549.76,0,50,Car,48298
40731,Auto Loan,29993.09,0.049,73,Car,30317
40732,Auto Loan,34573.3,0.0425,73,Car,36112
40733,Auto Loan,41482.06,0.029,73,Car,42056
40734,Auto Loan,19962.35,0.049,74,Car,22704
40735,Auto Loan,25954.5,0.019,74,Car,25125
40736,Auto Loan,24568.91,0.0785,73,Car,26195
40737,Auto Loan,30944,0.029,74,Car,36354
40738,Auto Loan,16562.7,0.0355,74,Car,20762
40739,Auto Loan,39077.63,0.019,68,Car,39340
40740,Auto Loan,25621.71,0.0325,68,Car,24162
40741,Auto Loan,33220,0.089,74,Car,26343
40742,Auto Loan,37545.96,0.039,73,Car,34004
40743,Auto Loan,36751.68,0,73,Car,26003
40744,Auto Loan,25498.8,0,61,Car,25982
40745,Auto Loan,54696.34,0.009,49,Car,42151
40746,Auto Loan,35057.8,0,73,Car,36026
40747,Auto Loan,33696.72,0,73,Car,35694
40748,Auto Loan,24946.46,0.019,50,Car,46602
40749,Auto Loan,30558.98,0,62,Car,30388
40750,Auto Loan,33689.56,0,73,Car,35318
40751,Auto Loan,20150,0,61,Car,21387
40752,Auto Loan,19970.4,0,49,Car,27640
40753,Auto Loan,26033.52,0.0475,74,Car,30279
40754,Auto Loan,35950.16,0.025,61,Car,39367
40755,Auto Loan,29074,0.045,74,Car,35192
40756,Auto Loan,15349.54,0.025,61,Car,26470
40757,Auto Loan,21600,0,74,Car,26001
40758,Auto Loan,20587.1,0.035,62,Car,24554
40759,Auto Loan,26628.03,0,73,Car,29362
40760,Auto Loan,26076.58,0.045,73,Car,28964
40761,Auto Loan,28073,0.0325,61,Car,33742
40762,Auto Loan,20429.2,0.025,62,Car,27855
40763,Auto Loan,23381.32,0.056,76,Car,34038
40764,Auto Loan,33713.09,0.029,61,Car,31682
40765,Auto Loan,26000,0.019,62,Car,35083
40766,Auto Loan,28474,0.085,74,Car,19897
40767,Auto Loan,35763.78,0.0599,74,Car,29039
40768,Auto Loan,11795.91,0.0385,62,Car,17617
40769,Auto Loan,18416.73,0.035,77,Car,20982
40770,Auto Loan,23806,0.019,62,Car,26806
40771,Auto Loan,21218.86,0.0535,77,Car,18864
40772,Auto Loan,10000,0.025,62,Car,29990
40773,Auto Loan,26864.32,0.009,61,Car,25957
40774,Auto Loan,35413.87,0.0375,77,Car,44089
40775,Auto Loan,10747.13,0.035,61,Car,23181
40776,Auto Loan,30868.03,0.009,61,Car,31475
40777,Auto Loan,29988.6,0,61,Car,28660
40778,Auto Loan,13424,0.035,61,Car,22411
40779,Auto Loan,35463.25,0.045,73,Car,29023
40780,Auto Loan,16624.93,0.0275,49,Car,22450
40781,Auto Loan,55764.54,0.0849,76,Car,35207
40782,Auto Loan,31130,0.019,62,Car,41374
40783,Auto Loan,26434.07,0.095,74,Car,21890
40784,Auto Loan,29957.63,0.025,67,Car,31886
40785,Auto Loan,13889.98,0.025,50,Car,27805
40786,Auto Loan,20189.18,0.035,74,Car,30538
40787,Auto Loan,25182.78,0.0625,74,Car,29161
40788,Auto Loan,33073.91,0.0325,67,Car,40230
40789,Auto Loan,20614.13,0.0885,73,Car,21300
40790,Auto Loan,17816.4,0.049,74,Car,21527
40791,Auto Loan,34877.36,0.059,74,Car,35459
40792,Auto Loan,33856.93,0.029,74,Car,25927
40793,Auto Loan,55924.56,0,73,Car,39095
40794,Auto Loan,22506,0.0865,74,Car,24539
40795,Auto Loan,36028.48,0.06,73,Car,36163
40796,Auto Loan,19803.9,0.0565,73,Car,19654
40797,Auto Loan,28636.99,0.0675,73,Car,32066
40798,Auto Loan,32461.12,0.0225,68,Car,37169
40799,Auto Loan,11600,0.029,37,Car,26524
40800,Auto Loan,28766.38,0.08,73,Car,28060
40801,Auto Loan,11372.66,0.019,62,Car,22984
40802,Auto Loan,37616.55,0.019,67,Car,37528
40803,Auto Loan,33694.06,0.045,72,Car,28786
40804,Auto Loan,41500.11,0.019,61,Car,39900
40805,Auto Loan,21311.87,0.029,74,Car,25477
40806,Auto Loan,31708.89,0.029,62,Car,36125
40807,Auto Loan,24281.45,0.029,68,Car,22158
40808,Auto Loan,27540,0.039,74,Car,30781
40809,Auto Loan,29940.8,0.019,74,Car,30444
40810,Auto Loan,29278.95,0,61,Car,27922
40811,Auto Loan,40000,0.019,38,Car,44443
40812,Auto Loan,26400.74,0.029,74,Car,32616
40813,Auto Loan,36886.58,0.029,74,Car,36870
40814,Auto Loan,32887.76,0.029,74,Car,40900
40815,Auto Loan,34932.07,0.009,74,Car,33510
40816,Auto Loan,43716.58,0,73,Car,37694
40817,Auto Loan,47839.48,0.019,67,Car,42518
40818,Auto Loan,41563.25,0,73,Car,39339
40819,Auto Loan,28902.68,0.019,62,Car,42518
40820,Auto Loan,23831.5,0.059,74,Car,24687
40821,Auto Loan,29705.02,0.029,73,Car,27562
40822,Auto Loan,20085.12,0,73,Car,21386
40823,Auto Loan,35724.24,0,73,Car,37146
40824,Auto Loan,30884.61,0.0395,74,Car,41096
40825,Auto Loan,31094,0.045,74,Car,20845
40826,Auto Loan,67353,0.019,61,Car,49977
40827,Auto Loan,31650.58,0.029,73,Car,24628
40828,Auto Loan,27859.74,0.019,61,Car,28027
40829,Auto Loan,38267.92,0.025,61,Car,33867
40830,Auto Loan,28500.83,0.0425,61,Car,25128
40831,Auto Loan,37353.49,0.0625,76,Car,34369
40832,Auto Loan,46874.53,0.045,73,Car,38934
40833,Auto Loan,11498.49,0.009,61,Car,17195
40834,Auto Loan,14112.46,0.0999,61,Car,16100
40835,Auto Loan,25297.1,0.0225,61,Car,28772
40836,Auto Loan,66759.3,0.0615,61,Car,59875
40837,Auto Loan,33530.48,0.0299,61,Car,34731
40838,Auto Loan,28934.22,0.0275,77,Car,49668
40839,Auto Loan,12501,0.035,49,Car,30158
40840,Auto Loan,50587.14,0.019,62,Car,38350
40841,Auto Loan,13739.21,0.0665,37,Car,25763
40842,Auto Loan,25544.35,0.019,62,Car,26215
40843,Auto Loan,62382.81,0.0825,74,Car,44598
40844,Auto Loan,53371.04,0.0525,74,Car,39850
40845,Auto Loan,25033.84,0.0825,74,Car,19884
40846,Auto Loan,22531.64,0,50,Car,29000
40847,Auto Loan,20343.96,0.0755,74,Car,30209
40848,Auto Loan,37405.93,0.019,62,Car,36255
40849,Auto Loan,47452,0.019,62,Car,41296
40850,Auto Loan,38853.22,0.0325,62,Car,27190
40851,Auto Loan,13830.65,0.096,73,Car,16159
40852,Auto Loan,28668.2,0.009,62,Car,25735
40853,Auto Loan,25377.09,0.025,62,Car,33002
40854,Auto Loan,21652.4,0.0325,77,Car,18261
40855,Auto Loan,17285.55,0.019,74,Car,21625
40856,Auto Loan,18719.55,0.0325,74,Car,22768
40857,Auto Loan,46900.98,0.0725,74,Car,47409
40858,Auto Loan,36595.99,0.019,67,Car,39438
40859,Auto Loan,38467.89,0.019,67,Car,39714
40860,Auto Loan,24709.84,0.0225,68,Car,26435
40861,Auto Loan,32169.32,0.0985,74,Car,27643
40862,Auto Loan,27667.07,0.019,74,Car,28912
40863,Auto Loan,43654.92,0.055,74,Car,37575
40864,Auto Loan,27334.49,0.019,62,Car,30288
40865,Auto Loan,57309.57,0.019,62,Car,46699
40866,Auto Loan,54929.05,0.019,62,Car,45112
40867,Auto Loan,47086,0.019,61,Car,47113
40868,Auto Loan,26050.5,0.029,61,Car,37862
40869,Auto Loan,21904.84,0.029,61,Car,32165
40870,Auto Loan,15574.14,0.019,62,Car,47018
40871,Auto Loan,45000,0.019,61,Car,41684
40872,Auto Loan,18132.35,0.029,73,Car,20721
40873,Auto Loan,12910.99,0.019,62,Car,29611
40874,Auto Loan,24115.8,0.029,73,Car,26362
40875,Auto Loan,30458.97,0.019,68,Car,29993
40876,Auto Loan,40936.22,0.029,74,Car,46598
40877,Auto Loan,12333.16,0.0175,37,Car,26063
40878,Auto Loan,48769.6,0.019,61,Car,47658
40879,Auto Loan,19168.51,0.0275,62,Car,26692
40880,Auto Loan,49245.98,0,73,Car,37675
40881,Auto Loan,38203.01,0.019,62,Car,40437
40882,Auto Loan,32056.99,0.019,68,Car,30833
40883,Auto Loan,31406.69,0.019,62,Car,34015
40884,Auto Loan,17378.45,0.0325,73,Car,20294
40885,Auto Loan,33381.37,0.059,73,Car,22283
40886,Auto Loan,21275.73,0.009,61,Car,24249
40887,Auto Loan,31598.89,0.052,73,Car,25249
40888,Auto Loan,29749.31,0.0425,76,Car,30793
40889,Auto Loan,35847.64,0.0425,73,Car,30038
40890,Auto Loan,33782.02,0.0325,73,Car,28314
40891,Auto Loan,21562.75,0.0585,61,Car,22775
40892,Auto Loan,21868.81,0.019,61,Car,22528
40893,Auto Loan,17982.08,0.019,61,Car,55175
40894,Auto Loan,18977.19,0.019,61,Car,38154
40895,Auto Loan,19138.51,0.045,76,Car,16876
40896,Auto Loan,24396.54,0,61,Car,24621
40897,Auto Loan,29999.96,0.019,62,Car,42800
40898,Auto Loan,29206.79,0.035,73,Car,22239
40899,Auto Loan,11902.04,0.035,61,Car,27957
40900,Auto Loan,21089.6,0.055,62,Car,19897
40901,Auto Loan,32599.69,0.025,62,Car,37196
40902,Auto Loan,26341.69,0.019,62,Car,56285
40903,Auto Loan,22502.41,0.009,62,Car,22642
40904,Auto Loan,28189.89,0.019,67,Car,34611
40905,Auto Loan,20248.59,0.055,73,Car,28596
40906,Auto Loan,32279.98,0.029,61,Car,29105
40907,Auto Loan,27539.85,0.059,73,Car,27863
40908,Auto Loan,15076,0.0425,61,Car,28506
40909,Auto Loan,10437.04,0.0455,49,Car,19911
40910,Auto Loan,22044,0.069,73,Car,26055
40911,Auto Loan,27605.32,0.0225,49,Car,42109
40912,Auto Loan,34658.38,0.009,62,Car,38267
40913,Auto Loan,26724,0.0305,74,Car,29996
40914,Auto Loan,23365.93,0.08,74,Car,20032
40915,Auto Loan,36542.84,0.079,73,Car,37097
40916,Auto Loan,30356.07,0.019,67,Car,37279
40917,Auto Loan,18535.68,0.069,73,Car,21438
40918,Auto Loan,23756.07,0.099,73,Car,24327
40919,Auto Loan,39759.64,0.0725,73,Car,35414
40920,Auto Loan,32212.57,0.07,73,Car,28854
40921,Auto Loan,29187.35,0.0375,68,Car,26199
40922,Auto Loan,27397.56,0.089,74,Car,29881
40923,Auto Loan,16899.96,0.0745,74,Car,21054
40924,Auto Loan,33133.94,0,74,Car,36247
40925,Auto Loan,24240,0.045,74,Car,30001
40926,Auto Loan,26069.4,0.045,73,Car,29880
40927,Auto Loan,45702.73,0.019,61,Car,46490
40928,Auto Loan,25508.25,0.049,73,Car,30465
40929,Auto Loan,34458.48,0,73,Car,35289
40930,Auto Loan,17301.83,0.019,62,Car,35093
40931,Auto Loan,26908.29,0.019,62,Car,38977
40932,Auto Loan,26855.4,0,61,Car,33188
40933,Auto Loan,23902.35,0.035,73,Car,20334
40934,Auto Loan,35753.1,0.009,50,Car,45391
40935,Auto Loan,29413.41,0.059,74,Car,29738
40936,Auto Loan,39692.16,0,73,Car,35600
40937,Auto Loan,23717.39,0.025,61,Car,27224
40938,Auto Loan,27702.21,0.0575,73,Car,24796
40939,Auto Loan,28797.41,0.019,61,Car,25592
40940,Auto Loan,46936.24,0.019,62,Car,39826
40941,Auto Loan,22872.94,0,62,Car,23989
40942,Auto Loan,18648.33,0.0605,73,Car,21594
40943,Auto Loan,21159.86,0.0429,74,Car,22524
40944,Auto Loan,24585.42,0.035,73,Car,31252
40945,Auto Loan,19419.17,0.035,61,Car,24694
40946,Auto Loan,11500,0.025,61,Car,34243
40947,Auto Loan,19245.26,0.0464,49,Car,22576
40948,Auto Loan,16223.42,0.0605,73,Car,25850
40949,Auto Loan,34920.28,0.029,76,Car,35683
40950,Auto Loan,38199.42,0.009,61,Car,28889
40951,Auto Loan,26266.22,0.029,73,Car,33578
40952,Auto Loan,24421.47,0.0425,62,Car,28918
40953,Auto Loan,28354.21,0,61,Car,33637
40954,Auto Loan,32951.09,0.045,73,Car,26154
40955,Auto Loan,37713.74,0.0425,73,Car,30897
40956,Auto Loan,11511.7,0.019,61,Car,27706
40957,Auto Loan,13108.26,0.06,61,Car,17805
40958,Auto Loan,20883.48,0.019,67,Car,29501
40959,Auto Loan,38463.68,0.0499,76,Car,30246
40960,Auto Loan,43312.46,0.019,61,Car,37854
40961,Auto Loan,26101.94,0.0325,77,Car,22983
40962,Auto Loan,22356.03,0.029,73,Car,36709
40963,Auto Loan,23350.84,0.025,50,Car,36407
40964,Auto Loan,20358.86,0.039,73,Car,28075
40965,Auto Loan,23468.53,0.029,61,Car,21860
40966,Auto Loan,24180.28,0.025,61,Car,21939
40967,Auto Loan,46001.6,0.019,61,Car,36717
40968,Auto Loan,7854.69,0.029,49,Car,27465
40969,Auto Loan,53988.92,0.039,74,Car,40128
40970,Auto Loan,30104.4,0,62,Car,28485
40971,Auto Loan,53917.47,0.045,74,Car,36304
40972,Auto Loan,19804.63,0.009,62,Car,22378
40973,Auto Loan,33351.05,0.019,68,Car,41424
40974,Auto Loan,23547.6,0.039,74,Car,19543
40975,Auto Loan,20493.03,0.029,61,Car,22560
40976,Auto Loan,25123,0.08,73,Car,20020
40977,Auto Loan,26969.48,0.0825,74,Car,20154
40978,Auto Loan,30161.6,0.009,62,Car,27991
40979,Auto Loan,68650.66,0.0615,74,Car,45556
40980,Auto Loan,25102.24,0.0425,74,Car,20126
40981,Auto Loan,38560.5,0.035,76,Car,41598
40982,Auto Loan,18627.06,0.059,72,Car,26170
40983,Auto Loan,23850,0,62,Car,20168
40984,Auto Loan,30191.97,0.045,73,Car,25243
40985,Auto Loan,22379.28,0.035,62,Car,26820
40986,Auto Loan,23609.4,0.025,62,Car,37147
40987,Auto Loan,19275.88,0.0825,67,Car,19275
40988,Auto Loan,20065,0.077,73,Car,16769
40989,Auto Loan,19174.8,0.0605,73,Car,20875
40990,Auto Loan,28002.45,0.019,61,Car,42684
40991,Auto Loan,21689.65,0.0275,61,Car,20072
40992,Auto Loan,15430.52,0.019,61,Car,25605
40993,Auto Loan,25017.5,0.019,61,Car,22261
40994,Auto Loan,20357.53,0.0695,74,Car,14625
40995,Auto Loan,31444.7,0.019,61,Car,46169
40996,Auto Loan,47576.21,0.029,61,Car,63345
40997,Auto Loan,14079.15,0.0995,62,Car,11700
40998,Auto Loan,16679,0.085,74,Car,16876
40999,Auto Loan,45863.79,0.019,62,Car,40185
41000,Auto Loan,21825.33,0.035,74,Car,29044
41001,Auto Loan,36423.06,0.0425,74,Car,28905
41002,Auto Loan,7500.77,0.025,62,Car,29069
41003,Auto Loan,14917.47,0.025,62,Car,33352
41004,Auto Loan,19643.54,0.0425,73,Car,23379
41005,Auto Loan,34878.56,0.0225,61,Car,30189
41006,Auto Loan,40096.66,0.019,61,Car,35272
41007,Auto Loan,44279.5,0.019,61,Car,39753
41008,Auto Loan,9996.57,0.035,73,Car,27273
41009,Auto Loan,29452.74,0.039,74,Car,19867
41010,Auto Loan,40000,0.019,61,Car,42520
41011,Auto Loan,25942.75,0.087,74,Car,20412
41012,Auto Loan,24283.7,0.035,62,Car,22646
41013,Auto Loan,15409.63,0.019,62,Car,26076
41014,Auto Loan,23760.95,0.025,62,Car,33699
41015,Auto Loan,20479.68,0.0535,62,Car,46534
41016,Auto Loan,25650.63,0.025,62,Car,29819
41017,Auto Loan,37251.25,0.045,74,Car,38873
41018,Auto Loan,35812.77,0,62,Car,30498
41019,Auto Loan,34367.15,0.045,73,Car,22759
41020,Auto Loan,32024.16,0.055,74,Car,26558
41021,Auto Loan,17012.89,0.0465,62,Car,13170
41022,Auto Loan,30373.03,0.079,74,Car,33502
41023,Auto Loan,25065.61,0.025,61,Car,21790
41024,Auto Loan,39231,0.085,73,Car,28282
41025,Auto Loan,44227.1,0.025,73,Car,60565
41026,Auto Loan,22692.78,0.04,61,Car,22575
41027,Auto Loan,45015.89,0.019,61,Car,38137
41028,Auto Loan,26549.4,0,61,Car,23992
41029,Auto Loan,18127.5,0.025,67,Car,20661
41030,Auto Loan,17788.36,0.019,61,Car,30308
41031,Auto Loan,29482.74,0.035,61,Car,37617
41032,Auto Loan,33076.52,0.0325,67,Car,33653
41033,Auto Loan,32118.97,0.0225,67,Car,33435
41034,Auto Loan,29676.91,0.019,62,Car,46321
41035,Auto Loan,28420.91,0.0475,73,Car,24275
41036,Auto Loan,19121.88,0.029,62,Car,30295
41037,Auto Loan,45886.24,0.029,73,Car,35313
41038,Auto Loan,40780.18,0.0325,73,Car,40914
41039,Auto Loan,29763.4,0.029,73,Car,21661
41040,Auto Loan,31648.51,0.0325,68,Car,29443
41041,Auto Loan,30547.73,0.029,73,Car,25875
41042,Auto Loan,28059.12,0.035,73,Car,28189
41043,Auto Loan,23053.27,0.079,73,Car,25852
41044,Auto Loan,19852,0,67,Car,19554
41045,Auto Loan,39053.79,0.019,67,Car,38913
41046,Auto Loan,24725.94,0.0325,74,Car,26070
41047,Auto Loan,43383.22,0.029,74,Car,36679
41048,Auto Loan,41782.97,0.0225,67,Car,48140
41049,Auto Loan,23806.75,0.0375,74,Car,26326
41050,Auto Loan,34760.46,0.0325,73,Car,35920
41051,Auto Loan,32593.75,0.009,62,Car,38393
41052,Auto Loan,38296.89,0.0225,68,Car,36921
41053,Auto Loan,50865.28,0.039,74,Car,36411
41054,Auto Loan,39711.49,0.019,68,Car,48087
41055,Auto Loan,30464.95,0.029,74,Car,35920
41056,Auto Loan,25854.99,0.0425,74,Car,29116
41057,Auto Loan,56666.46,0.009,49,Car,45932
41058,Auto Loan,39647.22,0.0175,50,Car,43082
41059,Auto Loan,26249.04,0,74,Car,27529
41060,Auto Loan,31114.35,0.019,61,Car,46470
41061,Auto Loan,14967.15,0.0469,61,Car,21766
41062,Auto Loan,26055.19,0.009,61,Car,26185
41063,Auto Loan,33155.12,0,73,Car,34467
41064,Auto Loan,39813.47,0.0725,74,Car,32623
41065,Auto Loan,23211.93,0.049,62,Car,24040
41066,Auto Loan,42147.25,0.025,74,Car,61314
41067,Auto Loan,35203,0.06,77,Car,43054
41068,Auto Loan,26058.59,0.025,61,Car,21760
41069,Auto Loan,16406.31,0.0225,61,Car,21239
41070,Auto Loan,29375.74,0.019,61,Car,36432
41071,Auto Loan,18949.67,0.035,62,Car,30304
41072,Auto Loan,26049.47,0.009,62,Car,22021
41073,Auto Loan,53447.15,0.049,73,Car,34823
41074,Auto Loan,28281.01,0.019,61,Car,29710
41075,Auto Loan,27394.06,0.045,76,Car,24661
41076,Auto Loan,20478.83,0.045,74,Car,38350
41077,Auto Loan,23771.75,0.019,61,Car,32616
41078,Auto Loan,19677.64,0.0555,73,Car,33911
41079,Auto Loan,23089.11,0,49,Car,21544
41080,Auto Loan,18719.74,0.0555,73,Car,25228
41081,Auto Loan,27086.09,0.04,61,Car,28673
41082,Auto Loan,31918,0.0295,73,Car,46044
41083,Auto Loan,26865.6,0.0475,74,Car,27475
41084,Auto Loan,45739.95,0.075,74,Car,42303
41085,Auto Loan,26241.94,0,61,Car,22413
41086,Auto Loan,37123.07,0.069,73,Car,30432
41087,Auto Loan,22586.5,0.085,73,Car,20212
41088,Auto Loan,12095,0,61,Car,24728
41089,Auto Loan,33421.6,0.035,61,Car,29123
41090,Auto Loan,19304,0.0599,61,Car,16727
41091,Auto Loan,34714,0.019,61,Car,35798
41092,Auto Loan,31370,0.0475,73,Car,28215
41093,Auto Loan,60234.75,0.0825,73,Car,64150
41094,Auto Loan,15244.03,0.029,37,Car,35688
41095,Auto Loan,28324.74,0.0725,73,Car,25349
41096,Auto Loan,24908.47,0.029,74,Car,20648
41097,Auto Loan,45864.32,0.019,62,Car,39248
41098,Auto Loan,11512.72,0.019,62,Car,22530
41099,Auto Loan,69301.18,0.045,74,Car,47883
41100,Auto Loan,19933.13,0.025,62,Car,29850
41101,Auto Loan,34935.22,0.039,74,Car,28328
41102,Auto Loan,28907.24,0.075,73,Car,23642
41103,Auto Loan,14524.88,0.0505,62,Car,11850
41104,Auto Loan,46846.14,0,61,Car,45735
41105,Auto Loan,30534.54,0.045,74,Car,26376
41106,Auto Loan,45542.3,0.029,73,Car,42858
41107,Auto Loan,33515.71,0,61,Car,40723
41108,Auto Loan,23800.67,0.0225,61,Car,26480
41109,Auto Loan,10630.28,0.0225,62,Car,29296
41110,Auto Loan,7519,0.025,49,Car,29511
41111,Auto Loan,48006.46,0,61,Car,46199
41112,Auto Loan,25315.01,0,61,Car,20214
41113,Auto Loan,24069.86,0.086,73,Car,28505
41114,Auto Loan,34374.42,0.019,61,Car,37952
41115,Auto Loan,30000,0,50,Car,39924
41116,Auto Loan,11963.24,0,61,Car,20028
41117,Auto Loan,38676.13,0.039,74,Car,40330
41118,Auto Loan,25138.14,0.035,62,Car,29583
41119,Auto Loan,21955.27,0.019,61,Car,22439
41120,Auto Loan,20157.33,0.0425,74,Car,23045
41121,Auto Loan,11070.75,0.0175,62,Car,29569
41122,Auto Loan,37818.8,0.0475,74,Car,39571
41123,Auto Loan,23897.39,0.0505,73,Car,24127
41124,Auto Loan,20698.2,0,62,Car,23935
41125,Auto Loan,10760.69,0.0359,61,Car,24153
41126,Auto Loan,23649.34,0.045,73,Car,29840
41127,Auto Loan,24258.96,0,74,Car,30137
41128,Auto Loan,27249,0.059,73,Car,28303
41129,Auto Loan,32620.92,0.035,74,Car,36096
41130,Auto Loan,50992.34,0.019,61,Car,44371
41131,Auto Loan,27360.96,0,62,Car,24077
41132,Auto Loan,40081.25,0.0719,74,Car,41325
41133,Auto Loan,21550.39,0,74,Car,25702
41134,Auto Loan,22499.66,0.035,73,Car,26782
41135,Auto Loan,27665.12,0.0575,74,Car,28922
41136,Auto Loan,28239.99,0.059,74,Car,30353
41137,Auto Loan,23623.31,0.045,74,Car,25863
41138,Auto Loan,25873.2,0,74,Car,28449
41139,Auto Loan,38764.8,0,74,Car,33492
41140,Auto Loan,21763.8,0.025,62,Car,25714
41141,Auto Loan,18758.2,0.025,62,Car,19765
41142,Auto Loan,23298.82,0.0599,74,Car,27362
41143,Auto Loan,32624,0.0495,74,Car,26519
41144,Auto Loan,37449.12,0.059,74,Car,30431
41145,Auto Loan,24084.74,0.075,74,Car,25045
41146,Auto Loan,24000,0.0325,62,Car,23156
41147,Auto Loan,28251.6,0.019,62,Car,23198
41148,Auto Loan,59540.77,0.065,74,Car,49977
41149,Auto Loan,21884.07,0,61,Car,22628
41150,Auto Loan,32384.2,0.045,73,Car,25987
41151,Auto Loan,8565.16,0.029,50,Car,22655
41152,Auto Loan,19491.5,0.049,74,Car,31346
41153,Auto Loan,36632.43,0.025,61,Car,35368
41154,Auto Loan,20208.82,0.029,73,Car,41229
41155,Auto Loan,21290.52,0.019,61,Car,35175
41156,Auto Loan,32468.1,0.045,73,Car,26275
41157,Auto Loan,29948.06,0.0645,73,Car,19944
41158,Auto Loan,20897.88,0.019,61,Car,35228
41159,Auto Loan,38539.91,0.0645,73,Car,43083
41160,Auto Loan,30605.87,0.097,73,Car,24100
41161,Auto Loan,7500,0.0555,49,Car,20800
41162,Auto Loan,28079.4,0,62,Car,24464
41163,Auto Loan,17725.85,0.039,76,Car,20315
41164,Auto Loan,36722.34,0.0225,68,Car,43605
41165,Auto Loan,48730.64,0.019,68,Car,42892
41166,Auto Loan,43288.59,0.029,73,Car,37197
41167,Auto Loan,46855.33,0,61,Car,46009
41168,Auto Loan,22384.34,0.0495,73,Car,25881
41169,Auto Loan,39765.79,0.0325,62,Car,40571
41170,Auto Loan,30088.9,0.0475,73,Car,26094
41171,Auto Loan,24090.93,0.035,74,Car,22588
41172,Auto Loan,19370.35,0.099,74,Car,20892
41173,Auto Loan,26378.6,0.0875,74,Car,22660
41174,Auto Loan,50092.19,0.039,74,Car,37719
41175,Auto Loan,26356.18,0.0825,74,Car,22412
41176,Auto Loan,23701.11,0,67,Car,20135
41177,Auto Loan,26400.2,0,62,Car,25717
41178,Auto Loan,17458.72,0.009,62,Car,22579
41179,Auto Loan,36296.51,0.019,67,Car,42907
41180,Auto Loan,30304.33,0.0375,73,Car,26165
41181,Auto Loan,60000,0,49,Car,47545
41182,Auto Loan,22519.06,0.019,61,Car,38103
41183,Auto Loan,33328.05,0.0425,73,Car,35884
41184,Auto Loan,24745.16,0.0439,73,Car,31881
41185,Auto Loan,39503.84,0.019,62,Car,38208
41186,Auto Loan,24054,0,62,Car,22665
41187,Auto Loan,31537.96,0.039,74,Car,32249
41188,Auto Loan,27622.19,0.009,61,Car,21247
41189,Auto Loan,17277.65,0.0359,61,Car,22879
41190,Auto Loan,17320.75,0,62,Car,30025
41191,Auto Loan,33658.2,0,37,Car,21641
41192,Auto Loan,31415.87,0.019,61,Car,46692
41193,Auto Loan,34095.57,0.019,62,Car,39108
41194,Auto Loan,44453.68,0.019,62,Car,38603
41195,Auto Loan,23361.26,0.055,74,Car,24141
41196,Auto Loan,24079.42,0.045,73,Car,28746
41197,Auto Loan,26352.38,0.029,73,Car,27939
41198,Auto Loan,25135.93,0.059,73,Car,25820
41199,Auto Loan,24281.51,0,49,Car,21632
41200,Auto Loan,29480.83,0.045,74,Car,35612
41201,Auto Loan,27674.4,0,61,Car,23389
41202,Auto Loan,35978.38,0.019,62,Car,41222
41203,Auto Loan,34031.3,0.039,72,Car,37607
41204,Auto Loan,23024.27,0.029,74,Car,18261
41205,Auto Loan,26753.57,0,50,Car,41225
41206,Auto Loan,27880.38,0.0495,74,Car,35916
41207,Auto Loan,26825.01,0.0695,74,Car,17451
41208,Auto Loan,12779.4,0,61,Car,24900
41209,Auto Loan,27158.67,0.035,61,Car,22617
41210,Auto Loan,19863.42,0.019,68,Car,38134
41211,Auto Loan,10371.74,0.019,38,Car,24520
41212,Auto Loan,25644.32,0.045,73,Car,20631
41213,Auto Loan,44472.07,0.019,61,Car,43900
41214,Auto Loan,24336.44,0.0255,61,Car,45790
41215,Auto Loan,34286.69,0,61,Car,24100
41216,Auto Loan,26056.93,0.112,73,Car,20750
41217,Auto Loan,24055.73,0.025,61,Car,27676
41218,Auto Loan,34022.74,0.029,73,Car,28337
41219,Auto Loan,13715.29,0.025,61,Car,22865
41220,Auto Loan,35500.94,0.029,61,Car,43144
41221,Auto Loan,17976.32,0.029,61,Car,45893
41222,Auto Loan,34060.5,0.009,61,Car,27491
41223,Auto Loan,48465.9,0.0875,73,Car,37675
41224,Auto Loan,40350.2,0.019,67,Car,41019
